DEPARTAMENTO	COBERTURA_NETA_MEDIA	DESERCION_MEDIA
Otros	51.63	2.42
Otros	18.79	1.19
Otros	48.91	7.52
Otros	21.9	2.61
Otros	37.31	2.08
Otros	28.4	5.22
Otros	40.45	3.94
Otros	60.18	8.04
Otros	46.22	2.18
Otros	72.22	1.23
Otros	33.53	2.41
Otros	37.2	1.92
Otros	56.59	0.67
Otros	56.76	1.72
Otros	88.89	3.31
Otros	34.62	3.13
Otros	47.37	7.69
Otros	27.27	0.77
Otros	31.99	2.52
Otros	39.66	1.14
Otros	40	1.11
Otros	45.78	0.73
Otros	67.33	0.9
Otros	42.54	2.83
Otros	36.95	0.84
Otros	39.51	2.17
Otros	63.93	0.82
Otros	33.87	1.15
Otros	28.95	2.04
Otros	53.9	0.91
Otros	50.83	2.35
Otros	41.44	6.06
Otros	22.71	3.45
Otros	29.4	3.81
Otros	31.11	2.39
Otros	66.86	5.37
Otros	72.79	2.94
Otros	21.77	4.55
Otros	84.12	2.84
Otros	44.71	5.26
Otros	23.72	1.69
Otros	41.88	3.87
Otros	24.74	3.23
Otros	38.23	5.3
Otros	49.87	1.47
Otros	47.51	1.27
Otros	35.14	4.37
Otros	43.58	2.5
Otros	54.19	0.72
Otros	51.75	4.03
Otros	58.92	5
Otros	54.33	5.03
Otros	49.91	3.32
Otros	38.59	3.67
Otros	33.13	3.11
Otros	37.28	0.85
Otros	55.49	1.87
Otros	41.71	0.8
Otros	36.42	3.57
Otros	31.04	0.83
Otros	43.12	3.08
Otros	22.11	2.27
Otros	53.84	0.63
Otros	42.25	0.95
Otros	52.11	1.49
Otros	29.15	0.54
Otros	40.94	2.95
Otros	28.77	1.26
Otros	53.16	2.23
Otros	37.24	4.65
Otros	28.49	3.47
Otros	54.37	2.14
Otros	32.92	4.7
Otros	28.47	0.95
Otros	43.6	3.68
Otros	46.99	2.44
Otros	43.43	0.93
Otros	46.82	3.4
Otros	31.85	1.54
Otros	15.93	6.45
Otros	40.33	1.46
Otros	24.52	1.69
Otros	33.8	5.4
Otros	54.55	1.24
Otros	33.47	4.2
Otros	35.45	1.89
Otros	29.55	2.15
Otros	42.05	2.94
Otros	38.46	6.57
Otros	44.91	2.33
Otros	48.09	2
Otros	47.29	2.99
Otros	38.96	2.27
Otros	35.98	3.25
Otros	47.48	2.31
Otros	34.63	3.57
Otros	43.64	3.19
Otros	53.52	1.94
Otros	48.64	1.96
Otros	38.75	4.07
Otros	45.46	4.29
Otros	49.27	2.65
Otros	37.09	5.34
Otros	50.08	2.74
Otros	25.37	2.4
Otros	53.43	0.6
Otros	26.68	5.26
Otros	61.81	2.56
Otros	43.77	0.99
Otros	18.48	5.52
Otros	24.45	8.99
Otros	49.44	4.43
Otros	53.97	1.44
Otros	48.04	3.27
Otros	36.68	4.1
Otros	28.35	3.45
Otros	41.51	1.06
Otros	40.72	4.05
Otros	25.83	2.27
Otros	29.59	4.65
Otros	46.35	1.24
Otros	39.98	1.66
Otros	11.78	2.44
Otros	44.04	1.88
Otros	24.78	4.65
Otros	37.7	4.94
Otros	22.57	2.97
Otros	53.55	3.69
Otros	53.7	1.8
Otros	33.05	2.4
Otros	43.8	2.16
Otros	44.81	4.4
Otros	42.88	0.76
Otros	39.8	2.84
Otros	30.89	6.18
Otros	26.69	7.35
Otros	52.47	3.15
Otros	46.34	2.4
Otros	68.32	4.06
Otros	42.21	3.73
Otros	41.04	3.91
Otros	50.6	3.32
Otros	37.94	0.98
Otros	54.27	1
Otros	23.92	0.46
Otros	47.39	3.23
Otros	36.41	0.84
Otros	45.69	3.42
Otros	37.41	4.98
Otros	62.93	0.25
Otros	26.47	3.7
Otros	31.59	1.18
Otros	35.71	3.54
Otros	35.94	2.65
Otros	49.29	3.73
Otros	46.93	8.43
Otros	50.51	5.58
Otros	32.95	1.07
Otros	42.01	1.88
Otros	43.1	2.08
Otros	30.85	3.91
Otros	21.82	4.07
Otros	32.45	2.41
Otros	21.35	3.1
Otros	29.55	3.21
Otros	32.02	2.45
Otros	53.44	1.53
Otros	44.81	3.1
Otros	27.37	2.86
Otros	31.58	2.94
Otros	51.83	4.05
Otros	54.96	2.33
Otros	25.2	0.68
Otros	31.58	4.28
Otros	45.93	5.47
Otros	32.43	2.29
Otros	69.49	1.4
Otros	25.6	3.7
Otros	19.78	4.55
Otros	61	3.41
Otros	27.62	1.94
Otros	59.14	3
Otros	49.62	3.08
Otros	37.67	11.28
Otros	23.85	4.81
Otros	31.11	3.46
Otros	22.82	10.28
Otros	14.05	7.55
Otros	36.65	8.47
Otros	64.58	1.41
Otros	33.99	4.88
Otros	20.57	3.99
Otros	19	3.68
Otros	22.84	3.3
Otros	35.24	4.05
Otros	37.99	0.69
Otros	54.27	0.85
Otros	42.91	6.8
Otros	5.17	14.04
Otros	9.33	5.56
Otros	15.48	8.78
Otros	9.09	1.89
Otros	14.39	6.51
Otros	8.2	5.26
Otros	2.74	10
Otros	25.07	4.17
Otros	18.37	5.07
Otros	12.11	1.32
Otros	4.43	1.47
Violencia	13.49	5.01
Violencia	11.27	6.25
Violencia	8.06	4.17
Otros	29.87	7.45
Otros	21.77	8.81
Otros	22.7	7.5
Otros	5.05	8.1
